ポケモン名,タイプ1,タイプ2,H,A,B,C,D,S,とくせい1,とくせい2,とくせい3,ポケ徹ID,ポケ徹リンク種別
ミブリム,エスパー,,42,30,45,56,53,39,いやしのこころ,きけんよち,マジックミラー,n856,exact
テブリム,エスパー,,57,40,65,86,73,49,いやしのこころ,きけんよち,マジックミラー,n857,exact
ブリムオン,エスパー,フェアリー,57,90,95,136,103,29,いやしのこころ,きけんよち,マジックミラー,n858,exact
ベロバー,あく,フェアリー,45,45,30,55,40,50,いたずらごころ,おみとおし,わるいてぐせ,n859,exact
ギモー,あく,フェアリー,65,60,45,75,55,70,いたずらごころ,おみとおし,わるいてぐせ,n860,exact
オーロンゲ,あく,フェアリー,95,120,65,95,75,60,いたずらごころ,おみとおし,わるいてぐせ,n861,exact
タチフサグマ,あく,ノーマル,93,90,101,60,81,95,すてみ,こんじょう,まけんき,n862,exact
ニャイキング,はがね,,70,110,100,50,60,50,カブトアーマー,かたいツメ,はがねのせいしん,n863,exact
サニゴーン,ゴースト,,60,95,50,145,130,30,くだけるよろい,ほろびのボディ,,n864,exact
ネギガナイト,かくとう,,62,135,95,68,82,65,ふくつのこころ,きもったま,,n865,exact
バリコオル,こおり,エスパー,80,85,75,110,100,70,ちどりあし,バリアフリー,アイスボディ,n866,exact
デスバーン,じめん,ゴースト,58,95,145,50,105,30,さまようたましい,,,n867,exact
マホミル,フェアリー,,45,40,40,50,61,34,スイートベール,アロマベール,,n868,exact
マホイップ,フェアリー,,65,60,75,110,121,64,スイートベール,アロマベール,,n869,exact
タイレーツ,かくとう,,65,100,100,70,60,75,カブトアーマー,まけんき,,n870,exact
バチンウニ,でんき,,48,101,95,91,85,15,ひらいしん,エレキメイカー,,n871,exact
ユキハミ,こおり,むし,30,25,35,45,30,20,りんぷん,こおりのりんぷん,,n872,exact
モスノウ,こおり,むし,70,65,60,125,90,65,りんぷん,こおりのりんぷん,,n873,exact
イシヘンジン,いわ,,100,125,135,20,20,70,パワースポット,,,n874,exact
コオリッポ,こおり,,75,80,110,65,90,50,アイスフェイス,,,n875,exact
コオリッポ(ナイスフェイス),こおり,,75,80,70,65,50,130,アイスフェイス,,,n875f,exact
イエッサン,エスパー,ノーマル,60,65,55,105,95,95,せいしんりょく,シンクロ,サイコメイカー,n876,exact
イエッサン♀,エスパー,ノーマル,70,55,65,95,105,85,マイペース,シンクロ,サイコメイカー,n876f,exact
モルペコ,でんき,あく,58,95,58,70,58,97,はらぺこスイッチ,,,n877,exact
モルペコ(はらぺこもよう),でんき,あく,58,95,58,70,58,97,はらぺこスイッチ,,,n877,species
ゾウドウ,はがね,,72,80,49,40,49,40,ちからずく,ヘヴィメタル,,n878,exact
ダイオウドウ,はがね,,122,130,69,80,69,30,ちからずく,ヘヴィメタル,,n879,exact
パッチラゴン,でんき,ドラゴン,90,100,90,80,70,75,ちくでん,はりきり,すなかき,n880,exact
パッチルドン,でんき,こおり,90,100,90,90,80,55,ちくでん,せいでんき,ゆきかき,n881,exact
ウオノラゴン,みず,ドラゴン,90,90,100,70,80,75,ちょすい,がんじょうあご,すなかき,n882,exact
ウオチルドン,みず,こおり,90,90,100,80,90,55,ちょすい,アイスボディ,ゆきかき,n883,exact
ジュラルドン,はがね,ドラゴン,70,95,115,120,50,85,ライトメタル,ヘヴィメタル,すじがねいり,n884,exact
ドラメシヤ,ドラゴン,ゴースト,28,60,30,40,30,82,クリアボディ,すりぬけ,のろわれボディ,n885,exact
ドロンチ,ドラゴン,ゴースト,68,80,50,60,50,102,クリアボディ,すりぬけ,のろわれボディ,n886,exact
ドラパルト,ドラゴン,ゴースト,88,120,75,100,75,142,クリアボディ,すりぬけ,のろわれボディ,n887,exact
ザシアン,フェアリー,,92,120,115,80,115,138,ふとうのけん,,,n888,exact
ザシアン(けんのおう),フェアリー,はがね,92,150,115,80,115,148,ふとうのけん,,,n888f,exact
ザマゼンタ,かくとう,,92,120,115,80,115,138,ふくつのたて,,,n889,exact
ザマゼンタ(たてのおう),かくとう,はがね,92,120,140,80,140,128,ふくつのたて,,,n889f,exact
ムゲンダイナ,どく,ドラゴン,140,85,95,145,95,130,プレッシャー,,,n890,exact
ムゲンダイナ(ムゲンダイマックス),どく,ドラゴン,255,115,250,125,250,130,プレッシャー,,,n890,species
ダクマ,かくとう,,60,90,60,53,50,72,せいしんりょく,,,n891,exact
ウーラオス,かくとう,あく,100,130,100,63,60,97,ふかしのこぶし,,,n892,exact
ウーラオス(れんげき),かくとう,みず,100,130,100,63,60,97,ふかしのこぶし,,,n892r,exact
ザルード,あく,くさ,105,120,105,70,95,105,リーフガード,,,n893,exact
ザルード(とうちゃん),あく,くさ,105,120,105,70,95,105,リーフガード,,,n893,species
レジエレキ,でんき,,80,100,50,100,50,200,トランジスタ,,,n894,exact
レジドラゴ,ドラゴン,,200,100,50,100,50,80,りゅうのあぎと,,,n895,exact
ブリザポス,こおり,,100,145,130,65,110,30,しろのいななき,,,n896,exact
レイスポス,ゴースト,,100,65,60,145,80,130,くろのいななき,,,n897,exact
バドレックス,エスパー,くさ,100,80,80,80,80,80,きんちょうかん,,,n898,exact
バドレックス(はくばじょう),エスパー,こおり,100,165,150,85,130,50,じんばいったい,,,n898w,exact
バドレックス(こくばじょう),エスパー,ゴースト,100,85,80,165,100,150,じんばいったい,,,n898b,exact
ウネルミナモ,みず,ドラゴン,99,83,91,125,83,109,こだいかっせい,,,n980,exact
テツノイサハ,くさ,エスパー,90,130,88,70,108,104,クォークチャージ,,,n987,exact
カミッチュ,くさ,ドラゴン,80,80,110,95,80,40,かんろなミツ,くいしんぼう,ねんちゃく,n1012,exact
チャデス,くさ,ゴースト,40,45,45,74,54,50,おもてなし,たいねつ,,n1024,exact
ヤバソチャ,くさ,ゴースト,71,60,106,121,80,70,おもてなし,たいねつ,,n1025,exact
イイネイヌ,どく,かくとう,88,128,115,58,86,80,どくのくさり,ばんけん,,n1014,exact
マシマシラ,どく,エスパー,88,75,66,130,90,106,どくのくさり,おみとおし,,n1015,exact
キチキギス,どく,フェアリー,88,91,82,70,125,99,どくのくさり,テクニシャン,,n1016,exact
オーガポン,くさ,,80,120,84,60,96,110,まけんき,,,n1011,exact
ブリジュラス,はがね,ドラゴン,90,105,130,125,65,85,じきゅうりょく,がんじょう,すじがねいり,n1023,exact
カミツオロチ,くさ,ドラゴン,106,80,110,120,80,44,かんろなミツ,さいせいりょく,ねんちゃく,n1013,exact
ウガツホムラ,ほのお,ドラゴン,105,115,121,65,93,91,こだいかっせい,,,n1017,exact
タケルライコ,でんき,ドラゴン,125,73,91,137,89,75,こだいかっせい,,,n1018,exact
テツノイワオ,いわ,エスパー,90,120,80,68,108,124,クォークチャージ,,,n1020,exact
テツノカシラ,はがね,エスパー,90,72,100,122,108,98,クォークチャージ,,,n1019,exact
テラパゴス,ノーマル,,90,65,85,65,85,60,テラスチェンジ,,,n1021,exact
モモワロウ,どく,ゴースト,88,88,160,88,88,88,どくくぐつ,,,n1022,exact
フシギバナ(キョダイマックス),くさ,どく,80,82,83,100,100,80,しんりょく,ようりょくそ,,n3,species
リザードン(キョダイマックス),ほのお,ひこう,78,84,78,109,85,100,もうか,サンパワー,,n6,species
カメックス(キョダイマックス),みず,,79,83,100,85,105,78,げきりゅう,あめうけざら,,n9,species
バタフリー(キョダイマックス),むし,ひこう,60,45,50,90,80,70,ふくがん,いろめがね,,n12,species
ピカチュウ(キョダイマックス),でんき,,35,55,40,50,50,90,せいでんき,ひらいしん,,n25,species
ニャース(キョダイマックス),ノーマル,,40,45,35,40,40,90,ものひろい,テクニシャン,きんちょうかん,n52,species
カイリキー(キョダイマックス),かくとう,,90,130,80,65,85,55,こんじょう,ノーガード,ふくつのこころ,n68,species
ゲンガー(キョダイマックス),ゴースト,どく,60,65,60,130,75,110,のろわれボディ,,,n94,species
キングラー(キョダイマックス),みず,,55,130,115,50,50,75,かいりきバサミ,シェルアーマー,ちからずく,n99,species
ラプラス(キョダイマックス),みず,こおり,130,85,80,85,95,60,ちょすい,シェルアーマー,うるおいボディ,n131,species
イーブイ(キョダイマックス),ノーマル,,55,55,50,45,65,55,にげあし,てきおうりょく,きけんよち,n133,species
カビゴン(キョダイマックス),ノーマル,,160,110,65,65,110,30,めんえき,あついしぼう,くいしんぼう,n143,species
ダストダス(キョダイマックス),どく,,80,95,82,60,82,75,あくしゅう,くだけるよろい,ゆうばく,n569,species
メルメタル(キョダイマックス),はがね,,135,143,143,80,65,34,てつのこぶし,,,n809,species
ゴリランダー(キョダイマックス),くさ,,100,125,90,60,70,85,しんりょく,グラスメイカー,,n812,species
エースバーン(キョダイマックス),ほのお,,80,116,75,65,75,119,もうか,リベロ,,n815,species
インテレオン(キョダイマックス),みず,,70,85,65,125,65,120,げきりゅう,スナイパー,,n818,species
アーマーガア(キョダイマックス),ひこう,はがね,98,87,105,53,85,67,プレッシャー,きんちょうかん,ミラーアーマー,n823,species
イオルブ(キョダイマックス),むし,エスパー,60,45,110,80,120,90,むしのしらせ,おみとおし,テレパシー,n826,species
カジリガメ(キョダイマックス),みず,いわ,90,115,90,48,68,74,がんじょうあご,シェルアーマー,すいすい,n834,species
セキタンザン(キョダイマックス),いわ,ほのお,110,80,120,80,90,30,じょうききかん,ほのおのからだ,もらいび,n839,species
アップリュー(キョダイマックス),くさ,ドラゴン,70,110,80,95,60,70,じゅくせい,くいしんぼう,はりきり,n841,species
タルップル(キョダイマックス),くさ,ドラゴン,110,85,80,100,80,30,じゅくせい,くいしんぼう,あついしぼう,n842,species
サダイジャ(キョダイマックス),じめん,,72,107,125,65,70,71,すなはき,だっぴ,すながくれ,n844,species
ストリンダー(ハイなすがた・キョダイマックス),でんき,どく,75,98,70,114,70,75,パンクロック,プラス,テクニシャン,n849,species
マルヤクデ(キョダイマックス),ほのお,むし,100,115,65,90,90,65,もらいび,しろいけむり,ほのおのからだ,n851,species
ブリムオン(キョダイマックス),エスパー,フェアリー,57,90,95,136,103,29,いやしのこころ,きけんよち,マジックミラー,n858,species
オーロンゲ(キョダイマックス),あく,フェアリー,95,120,65,95,75,60,いたずらごころ,おみとおし,わるいてぐせ,n861,species
マホイップ(キョダイマックス),フェアリー,,65,60,75,110,121,64,スイートベール,アロマベール,,n869,species
ダイオウドウ(キョダイマックス),はがね,,122,130,69,80,69,30,ちからずく,ヘヴィメタル,,n879,species
ジュラルドン(キョダイマックス),はがね,ドラゴン,70,95,115,120,50,85,ライトメタル,ヘヴィメタル,すじがねいり,n884,species
ウーラオス(いちげきのかた・キョダイマックス),かくとう,あく,100,130,100,63,60,97,ふかしのこぶし,,,n892,species
ウーラオス(れんげきのかた・キョダイマックス),かくとう,みず,100,130,100,63,60,97,ふかしのこぶし,,,n892,species
ストリンダー(ローなすがた・キョダイマックス),でんき,どく,75,98,70,114,70,75,パンクロック,マイナス,テクニシャン,n849,species
ガーディ(ヒスイ),ほのお,いわ,60,75,45,65,50,55,いかく,もらいび,いしあたま,n58h,exact
ウインディ(ヒスイ),ほのお,いわ,95,115,80,95,80,90,いかく,もらいび,いしあたま,n59h,exact
ビリリダマ(ヒスイ),でんき,くさ,40,30,50,55,55,100,ぼうおん,せいでんき,ゆうばく,n100h,exact
マルマイン(ヒスイ),でんき,くさ,60,50,70,80,80,150,ぼうおん,せいでんき,ゆうばく,n101h,exact
バクフーン(ヒスイ),ほのお,ゴースト,73,84,78,119,85,95,もうか,おみとおし,,n157h,exact
ハリーセン(ヒスイ),あく,どく,65,95,85,55,55,85,どくのトゲ,すいすい,いかく,n211h,exact
ニューラ(ヒスイ),かくとう,どく,55,95,55,35,75,115,せいしんりょく,するどいめ,わるいてぐせ,n215h,exact
ダイケンキ(ヒスイ),みず,あく,90,108,80,100,65,85,げきりゅう,きれあじ,,n503h,exact
ドレディア(ヒスイ),くさ,かくとう,70,105,75,50,75,105,ようりょくそ,はりきり,リーフガード,n549h,exact
ゾロア(ヒスイ),ノーマル,ゴースト,35,60,40,85,40,70,イリュージョン,,,n570h,exact
ゾロアーク(ヒスイ),ノーマル,ゴースト,55,100,60,125,60,110,イリュージョン,,,n571h,exact
ウォーグル(ヒスイ),エスパー,ひこう,110,83,70,112,70,65,するどいめ,ちからずく,いろめがね,n628h,exact
ヌメイル(ヒスイ),はがね,ドラゴン,58,75,83,83,113,40,そうしょく,シェルアーマー,ぬめぬめ,n705h,exact
ヌメルゴン(ヒスイ),はがね,ドラゴン,80,100,100,110,150,60,そうしょく,シェルアーマー,ぬめぬめ,n706h,exact
クレベース(ヒスイ),こおり,いわ,95,127,184,34,36,38,がんじょうあご,アイスボディ,がんじょう,n713h,exact
ジュナイパー(ヒスイ),くさ,かくとう,88,112,80,95,95,60,しんりょく,きもったま,,n724h,exact
ディアルガ(オリジン),はがね,ドラゴン,100,100,120,150,120,90,プレッシャー,テレパシー,,n483o,exact
パルキア(オリジン),みず,ドラゴン,90,100,100,150,120,120,プレッシャー,テレパシー,,n484o,exact
バスラオ(しろすじ),みず,,70,92,65,80,55,98,びびり,てきおうりょく,かたやぶり,n550w,exact
イダイトウ♀,みず,ゴースト,120,92,65,100,75,78,すいすい,てきおうりょく,かたやぶり,n902f,exact
ラブトロス(れいじゅう),フェアリー,ひこう,74,115,110,135,100,46,ぼうじん,,,n905a,exact
ケンタロス(パルデア・コンバット種),かくとう,,75,110,105,30,70,100,いかく,いかりのつぼ,はんすう,n128a,exact
ケンタロス(パルデア・ブレイズ種),かくとう,ほのお,75,110,105,30,70,100,いかく,いかりのつぼ,はんすう,n128b,exact
ケンタロス(パルデア・ウォーター種),かくとう,みず,75,110,105,30,70,100,いかく,いかりのつぼ,はんすう,n128c,exact
ウパー(パルデア),どく,じめん,55,45,45,25,25,15,どくのトゲ,ちょすい,てんねん,n194p,exact
パフュートン♀,ノーマル,,115,90,70,59,90,65,アロマベール,くいしんぼう,あついしぼう,n916f,exact
ノココッチ(みつふし),ノーマル,,125,100,80,85,75,55,てんのめぐみ,にげあし,びびり,n917,species
イルカマン(マイティ),みず,,100,160,97,106,87,100,マイティチェンジ,,,n934f,exact
イッカネズミ(3びきかぞく),ノーマル,,74,75,70,65,75,111,フレンドガード,ほおぶくろ,テクニシャン,n946,species
シャリタツ(たれた),ドラゴン,みず,68,50,60,120,95,82,しれいとう,よびみず,,n952,species
シャリタツ(のびた),ドラゴン,みず,68,50,60,120,95,82,しれいとう,よびみず,,n952,species
イキリンコ(ブルーフェザー),ノーマル,ひこう,82,96,51,45,51,92,いかく,はりきり,こんじょう,n960,species
イキリンコ(イエローフェザー),ノーマル,ひこう,82,96,51,45,51,92,いかく,はりきり,ちからずく,n960,species
イキリンコ(ホワイトフェザー),ノーマル,ひこう,82,96,51,45,51,92,いかく,はりきり,ちからずく,n960,species
コレクレー(とほ),ゴースト,,45,30,25,75,45,80,にげあし,,,n976f,exact
コライドン(せいげんけいたい),かくとう,ドラゴン,100,135,115,85,100,135,ひひいろのこどう,,,n998,species
コライドン(しっそうけいたい),かくとう,ドラゴン,100,135,115,85,100,135,ひひいろのこどう,,,n998,species
コライドン(ゆうえいけいたい),かくとう,ドラゴン,100,135,115,85,100,135,ひひいろのこどう,,,n998,species
コライドン(かっくうけいたい),かくとう,ドラゴン,100,135,115,85,100,135,ひひいろのこどう,,,n998,species
ミライドン(リミテッド),でんき,ドラゴン,100,85,100,135,115,135,ハドロンエンジン,,,n999,species
ミライドン(ドライブ),でんき,ドラゴン,100,85,100,135,115,135,ハドロンエンジン,,,n999,species
ミライドン(フロート),でんき,ドラゴン,100,85,100,135,115,135,ハドロンエンジン,,,n999,species
ミライドン(グライド),でんき,ドラゴン,100,85,100,135,115,135,ハドロンエンジン,,,n999,species
ガチグマ(アカツキ),じめん,ノーマル,113,70,120,135,65,52,しんがん,,,n901f,exact
オーガポン(いどのめん),くさ,みず,80,120,84,60,96,110,ちょすい,,,n1011w,exact
オーガポン(かまどのめん),くさ,ほのお,80,120,84,60,96,110,かたやぶり,,,n1011h,exact
オーガポン(いしずえのめん),くさ,いわ,80,120,84,60,96,110,がんじょう,,,n1011c,exact
テラパゴス(テラスタル),ノーマル,,95,95,110,105,110,85,テラスシェル,,,n1021t,exact
テラパゴス(ステラ),ノーマル,,160,105,110,130,110,85,ゼロフォーミング,,,n1021s,exact
メガピクシー,フェアリー,ひこう,95,80,93,135,110,70,マジックミラー,,,n36,species
メガウツボット,くさ,どく,80,125,85,135,95,70,とびだすなかみ,,,n71,species
メガスターミー,みず,エスパー,60,100,105,130,105,120,ちからもち,,,n121,species
メガカイリュー,ドラゴン,ひこう,91,124,115,145,125,100,マルチスケイル,,,n149,species
メガメガニウム,くさ,フェアリー,80,92,115,143,115,80,メガソーラー,,,n154,species
メガオーダイル,みず,ドラゴン,85,160,125,89,93,78,ドラゴンスキン,,,n160,species
メガエアームド,はがね,ひこう,65,140,110,40,100,110,すじがねいり,,,n227,species
メガユキメノコ,こおり,ゴースト,70,80,70,140,100,120,ゆきふらし,,,n478,species
メガエンブオー,ほのお,かくとう,110,148,75,110,110,75,かたやぶり,,,n500,species
メガドリュウズ,じめん,はがね,110,165,100,65,65,103,かんつうドリル,,,n530,species
メガペンドラー,むし,どく,60,140,149,75,99,62,,,,n545,species
メガズルズキン,あく,かくとう,65,130,135,55,135,68,,,,n560,species
メガシビルドン,でんき,,85,145,80,135,90,80,,,,n604,species
メガシャンデラ,ゴースト,ほのお,60,75,110,175,110,90,すりぬけ,,,n609,species
メガブリガロン,くさ,かくとう,88,137,172,74,115,44,ぼうだん,,,n652,species
メガマフォクシー,ほのお,エスパー,75,69,72,159,125,134,ふゆう,,,n655,species
メガゲッコウガ,みず,あく,72,125,77,133,81,142,へんげんじざい,,,n658,species
メガカエンジシ,ほのお,ノーマル,86,88,92,129,86,126,,,,n668,species
メガフラエッテ,フェアリー,,74,85,87,155,148,102,フェアリーオーラ,,,n670,species
メガカラマネロ,あく,エスパー,86,102,88,98,120,88,,,,n687,species
メガガメノデス,いわ,かくとう,72,140,130,64,106,88,,,,n689,species
メガドラミドロ,どく,ドラゴン,65,85,105,132,163,44,,,,n691,species
メガルチャブル,かくとう,ひこう,78,137,100,74,93,118,ノーガード,,,n701,species
メガジガルデ,ドラゴン,じめん,216,70,91,216,85,100,,,,n718,species
メガジジーロン,ノーマル,ドラゴン,78,85,110,160,116,36,ぎゃくじょう,,,n780,species
メガタイレーツ,かくとう,,65,135,135,70,65,100,,,,n870,species
メガライチュウX,でんき,,60,135,95,90,95,110,エレキメイカー,,,n26,species
メガライチュウY,でんき,,60,100,55,160,80,130,ノーガード,,,n26,species
メガチリーン,エスパー,はがね,75,50,110,135,120,65,ふゆう,,,n358,species
メガアブソルZ,あく,ゴースト,65,154,60,75,60,151,,,,n359,species
メガムクホーク,かくとう,ひこう,85,140,100,60,90,110,,,,n398,species
メガガブリアスZ,ドラゴン,,108,130,85,141,85,151,,,,n445,species
メガルカリオZ,かくとう,はがね,70,100,70,164,70,151,,,,n448,species
メガヒードラン,ほのお,はがね,91,120,106,175,141,67,,,,n485,species
メガダークライ,あく,,70,120,130,165,130,85,,,,n491,species
メガゴルーグ,じめん,ゴースト,89,159,105,70,105,55,ふかしのこぶし,,,n623,species
メガニャオニクス,エスパー,,74,48,76,143,101,124,トレース,,,n678,species
メガケケンカニ,かくとう,こおり,97,157,122,62,107,33,てつのこぶし,,,n740,species
メガグソクムシャ,むし,はがね,75,150,175,70,120,40,,,,n768,species
メガマギアナ(通常),はがね,フェアリー,80,125,115,170,115,95,,,,n801,species
メガマギアナ(500ねんまえのいろ),はがね,フェアリー,80,125,115,170,115,95,,,,n801,species
メガゼラオラ,でんき,,88,157,75,147,80,153,,,,n807,species
メガスコヴィラン,くさ,ほのお,65,138,85,138,85,75,とびだすハバネロ,,,n939,species
メガキラフロル,いわ,どく,83,90,105,150,96,101,てきおうりょく,,,n967,species
メガシャリタツ(そった),ドラゴン,みず,68,65,90,135,125,92,,,,n952,species
メガシャリタツ(たれた),ドラゴン,みず,68,65,90,135,125,92,,,,n952,species
メガシャリタツ(のびた),ドラゴン,みず,68,65,90,135,125,92,,,,n952,species
メガセグレイブ,ドラゴン,こおり,115,175,117,105,101,87,,,,n951,species
